slurmstepd: info: Setting TMPDIR to /scratch/8706342. Previous errors about TMPDIR can be discarded
/var/spool/slurmd/job8706342/slurm_script: ligne 10: /mnt/netapp2/Store_uni//home/ulc/cursos/curso363/mypython/bin/deactivate: No such file or directory
/mnt/netapp2/Store_uni/home/ulc/cursos/curso363/mypython/bin/python
2024-09-26 23:47:26.936789: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-09-26 23:47:26.950519: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:485] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2024-09-26 23:47:26.967020: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:8454] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2024-09-26 23:47:26.971985: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1452] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2024-09-26 23:47:26.983802: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-09-26 23:47:28.165035: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
/mnt/netapp2/Store_uni/home/ulc/cursos/curso363/mypython/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1601: FutureWarning: `clean_up_tokenization_spaces` was not set. It will be set to `True` by default. This behavior will be depracted in transformers v4.45, and will be then set to `False` by default. For more details check this issue: https://github.com/huggingface/transformers/issues/31884
  warnings.warn(
Some weights of BertForQuestionAnswering were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['qa_outputs.bias', 'qa_outputs.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Using GPU: NVIDIA A100-PCIE-40GB
GPU Device Index: 0
Number of GPUs: 1

                        ##################################################
                        #                                                #
                        #         START TRAINING AND EVALUATION          #
                        #                                                #
                        ##################################################


############ Train Epoch 1 ############
Batch 100 / 10853, Loss: 3.7
Batch 200 / 10853, Loss: 2.8
Batch 300 / 10853, Loss: 2.3
Batch 400 / 10853, Loss: 2.4
Batch 500 / 10853, Loss: 3.6
Batch 600 / 10853, Loss: 1.6
Batch 700 / 10853, Loss: 2.0
Batch 800 / 10853, Loss: 2.6
Batch 900 / 10853, Loss: 1.0
Batch 1000 / 10853, Loss: 2.0
Batch 1100 / 10853, Loss: 0.9
Batch 1200 / 10853, Loss: 1.8
Batch 1300 / 10853, Loss: 2.4
Batch 1400 / 10853, Loss: 1.4
Batch 1500 / 10853, Loss: 0.4
Batch 1600 / 10853, Loss: 1.2
Batch 1700 / 10853, Loss: 1.3
Batch 1800 / 10853, Loss: 1.7
Batch 1900 / 10853, Loss: 1.2
Batch 2000 / 10853, Loss: 1.4
Batch 2100 / 10853, Loss: 1.6
Batch 2200 / 10853, Loss: 1.1
Batch 2300 / 10853, Loss: 1.7
Batch 2400 / 10853, Loss: 1.2
Batch 2500 / 10853, Loss: 2.3
Batch 2600 / 10853, Loss: 2.1
Batch 2700 / 10853, Loss: 2.2
Batch 2800 / 10853, Loss: 1.2
Batch 2900 / 10853, Loss: 1.5
Batch 3000 / 10853, Loss: 1.7
Batch 3100 / 10853, Loss: 2.1
Batch 3200 / 10853, Loss: 1.0
Batch 3300 / 10853, Loss: 1.1
Batch 3400 / 10853, Loss: 0.9
Batch 3500 / 10853, Loss: 1.6
Batch 3600 / 10853, Loss: 1.4
Batch 3700 / 10853, Loss: 2.2
Batch 3800 / 10853, Loss: 1.2
Batch 3900 / 10853, Loss: 1.4
Batch 4000 / 10853, Loss: 1.1
Batch 4100 / 10853, Loss: 1.6
Batch 4200 / 10853, Loss: 0.6
Batch 4300 / 10853, Loss: 1.2
Batch 4400 / 10853, Loss: 1.3
Batch 4500 / 10853, Loss: 2.2
Batch 4600 / 10853, Loss: 1.2
Batch 4700 / 10853, Loss: 1.4
Batch 4800 / 10853, Loss: 0.9
Batch 4900 / 10853, Loss: 1.3
Batch 5000 / 10853, Loss: 0.9
Batch 5100 / 10853, Loss: 0.9
Batch 5200 / 10853, Loss: 0.8
Batch 5300 / 10853, Loss: 0.9
Batch 5400 / 10853, Loss: 1.9
Batch 5500 / 10853, Loss: 0.8
Batch 5600 / 10853, Loss: 1.2
Batch 5700 / 10853, Loss: 1.1
